1.000000e-01	-8.535790e-01	7.236457e-02
1.013722e-01	-8.535868e-01	7.432635e-02
1.027443e-01	-8.535944e-01	7.631281e-02
1.041165e-01	-8.536017e-01	7.832387e-02
1.054887e-01	-8.536089e-01	8.035944e-02
1.068608e-01	-8.536159e-01	8.241945e-02
1.082330e-01	-8.536227e-01	8.450380e-02
1.096052e-01	-8.536293e-01	8.661240e-02
1.109773e-01	-8.536358e-01	8.874518e-02
1.123495e-01	-8.536421e-01	9.090205e-02
1.137217e-01	-8.536482e-01	9.308290e-02
1.150939e-01	-8.536543e-01	9.528767e-02
1.164660e-01	-8.536601e-01	9.751624e-02
1.178382e-01	-8.536658e-01	9.976854e-02
1.192104e-01	-8.536714e-01	1.020445e-01
1.205825e-01	-8.536769e-01	1.043439e-01
1.219547e-01	-8.536823e-01	1.066668e-01
1.233269e-01	-8.536875e-01	1.090131e-01
1.246990e-01	-8.536926e-01	1.113826e-01
1.260712e-01	-8.536976e-01	1.137752e-01
1.274434e-01	-8.537025e-01	1.161909e-01
1.288155e-01	-8.537073e-01	1.186295e-01
1.301877e-01	-8.537120e-01	1.210910e-01
1.315599e-01	-8.537166e-01	1.235752e-01
1.329320e-01	-8.537210e-01	1.260821e-01
1.343042e-01	-8.537255e-01	1.286115e-01
1.356764e-01	-8.537298e-01	1.311634e-01
1.370485e-01	-8.537340e-01	1.337376e-01
1.384207e-01	-8.537381e-01	1.363340e-01
1.397929e-01	-8.537422e-01	1.389526e-01
1.411651e-01	-8.537462e-01	1.415931e-01
1.425372e-01	-8.537501e-01	1.442556e-01
1.439094e-01	-8.537539e-01	1.469398e-01
1.452816e-01	-8.537577e-01	1.496457e-01
1.466537e-01	-8.537614e-01	1.523732e-01
1.480259e-01	-8.537650e-01	1.551222e-01
1.493981e-01	-8.537686e-01	1.578925e-01
1.507702e-01	-8.537720e-01	1.606840e-01
1.521424e-01	-8.537755e-01	1.634966e-01
1.535146e-01	-8.537788e-01	1.663303e-01
1.548867e-01	-8.537821e-01	1.691848e-01
1.562589e-01	-8.537854e-01	1.720601e-01
1.576311e-01	-8.537886e-01	1.749560e-01
1.590032e-01	-8.537917e-01	1.778725e-01
1.603754e-01	-8.537948e-01	1.808093e-01
1.617476e-01	-8.537979e-01	1.837665e-01
1.631198e-01	-8.538008e-01	1.867438e-01
1.644919e-01	-8.538038e-01	1.897411e-01
1.658641e-01	-8.538067e-01	1.927584e-01
1.672363e-01	-8.538095e-01	1.957955e-01
1.686084e-01	-8.538123e-01	1.988522e-01
1.699806e-01	-8.538150e-01	2.019285e-01
1.713528e-01	-8.538177e-01	2.050242e-01
1.727249e-01	-8.538204e-01	2.081392e-01
1.740971e-01	-8.538230e-01	2.112733e-01
1.754693e-01	-8.538256e-01	2.144265e-01
1.768414e-01	-8.538281e-01	2.175985e-01
1.782136e-01	-8.538306e-01	2.207894e-01
1.795858e-01	-8.538331e-01	2.239989e-01
1.809579e-01	-8.538355e-01	2.272269e-01
1.823301e-01	-8.538379e-01	2.304732e-01
1.837023e-01	-8.538403e-01	2.337378e-01
1.850744e-01	-8.538426e-01	2.370205e-01
1.864466e-01	-8.538449e-01	2.403212e-01
1.878188e-01	-8.538472e-01	2.436398e-01
1.891910e-01	-8.538494e-01	2.469760e-01
1.905631e-01	-8.538516e-01	2.503298e-01
1.919353e-01	-8.538537e-01	2.537010e-01
1.933075e-01	-8.538559e-01	2.570895e-01
1.946796e-01	-8.538580e-01	2.604951e-01
1.960518e-01	-8.538600e-01	2.639178e-01
1.974240e-01	-8.538621e-01	2.673573e-01
1.987961e-01	-8.538641e-01	2.708135e-01
2.001683e-01	-8.538661e-01	2.742863e-01
2.015405e-01	-8.538680e-01	2.777756e-01
2.029126e-01	-8.538700e-01	2.812812e-01
2.042848e-01	-8.538719e-01	2.848029e-01
2.056570e-01	-8.538738e-01	2.883406e-01
2.070291e-01	-8.538756e-01	2.918942e-01
2.084013e-01	-8.538775e-01	2.954635e-01
2.097735e-01	-8.538793e-01	2.990484e-01
2.111456e-01	-8.538811e-01	3.026487e-01
2.125178e-01	-8.538828e-01	3.062643e-01
2.138900e-01	-8.538846e-01	3.098950e-01
2.152622e-01	-8.538863e-01	3.135407e-01
2.166343e-01	-8.538880e-01	3.172012e-01
2.180065e-01	-8.538897e-01	3.208764e-01
2.193787e-01	-8.538913e-01	3.245661e-01
