-2.000000e+00	1.310510e-03	4.662683e-04
-1.986987e+00	1.300584e-03	5.274034e-04
-1.973974e+00	1.300512e-03	5.955132e-04
-1.960961e+00	1.311030e-03	6.712605e-04
-1.947948e+00	1.332925e-03	7.553560e-04
-1.934935e+00	1.367040e-03	8.485604e-04
-1.921922e+00	1.414277e-03	9.516861e-04
-1.908909e+00	1.475598e-03	1.065599e-03
-1.895896e+00	1.552029e-03	1.191221e-03
-1.882883e+00	1.644658e-03	1.329531e-03
-1.869870e+00	1.754641e-03	1.481566e-03
-1.856857e+00	1.883199e-03	1.648423e-03
-1.843844e+00	2.031617e-03	1.831262e-03
-1.830831e+00	2.201245e-03	2.031304e-03
-1.817818e+00	2.393495e-03	2.249833e-03
-1.804805e+00	2.609838e-03	2.488199e-03
-1.791792e+00	2.851797e-03	2.747817e-03
-1.778779e+00	3.120944e-03	3.030166e-03
-1.765766e+00	3.418895e-03	3.336791e-03
-1.752753e+00	3.747298e-03	3.669304e-03
-1.739740e+00	4.107833e-03	4.029379e-03
-1.726727e+00	4.502197e-03	4.418757e-03
-1.713714e+00	4.932101e-03	4.839242e-03
-1.700701e+00	5.399267e-03	5.292702e-03
-1.687688e+00	5.905418e-03	5.781064e-03
-1.674675e+00	6.452280e-03	6.306317e-03
-1.661662e+00	7.041585e-03	6.870505e-03
-1.648649e+00	7.675074e-03	7.475731e-03
-1.635636e+00	8.354506e-03	8.124148e-03
-1.622623e+00	9.081673e-03	8.817961e-03
-1.609610e+00	9.858414e-03	9.559420e-03
-1.596597e+00	1.068663e-02	1.035082e-02
-1.583584e+00	1.156832e-02	1.119450e-02
-1.570571e+00	1.250557e-02	1.209283e-02
-1.557558e+00	1.350059e-02	1.304820e-02
-1.544545e+00	1.455572e-02	1.406306e-02
-1.531532e+00	1.567342e-02	1.513985e-02
-1.518519e+00	1.685626e-02	1.628105e-02
-1.505506e+00	1.810695e-02	1.748913e-02
-1.492492e+00	1.942825e-02	1.876659e-02
-1.479479e+00	2.082299e-02	2.011593e-02
-1.466466e+00	2.229398e-02	2.153962e-02
-1.453453e+00	2.384405e-02	2.304014e-02
-1.440440e+00	2.547596e-02	2.461996e-02
-1.427427e+00	2.719236e-02	2.628151e-02
-1.414414e+00	2.899584e-02	2.802721e-02
-1.401401e+00	3.088885e-02	2.985944e-02
-1.388388e+00	3.287373e-02	3.178051e-02
-1.375375e+00	3.495270e-02	3.379273e-02
-1.362362e+00	3.712792e-02	3.589833e-02
-1.349349e+00	3.940145e-02	3.809947e-02
-1.336336e+00	4.177531e-02	4.039826e-02
-1.323323e+00	4.425149e-02	4.279674e-02
-1.310310e+00	4.683195e-02	4.529686e-02
-1.297297e+00	4.951863e-02	4.790048e-02
-1.284284e+00	5.231347e-02	5.060939e-02
-1.271271e+00	5.521837e-02	5.342526e-02
-1.258258e+00	5.823518e-02	5.634966e-02
-1.245245e+00	6.136571e-02	5.938407e-02
-1.232232e+00	6.461164e-02	6.252984e-02
-1.219219e+00	6.797453e-02	6.578821e-02
-1.206206e+00	7.145580e-02	6.916029e-02
-1.193193e+00	7.505668e-02	7.264706e-02
-1.180180e+00	7.877819e-02	7.624939e-02
-1.167167e+00	8.262113e-02	7.996798e-02
-1.154154e+00	8.658608e-02	8.380341e-02
-1.141141e+00	9.067338e-02	8.775613e-02
-1.128128e+00	9.488316e-02	9.182641e-02
-1.115115e+00	9.921531e-02	9.601441e-02
-1.102102e+00	1.036695e-01	1.003201e-01
-1.089089e+00	1.082454e-01	1.047434e-01
-1.076076e+00	1.129421e-01	1.092838e-01
-1.063063e+00	1.177590e-01	1.139411e-01
-1.050050e+00	1.226951e-01	1.187144e-01
-1.037037e+00	1.277494e-01	1.236031e-01
-1.024024e+00	1.329207e-01	1.286063e-01
-1.011011e+00	1.382079e-01	1.337227e-01
-9.979980e-01	1.436095e-01	1.389512e-01
-9.849850e-01	1.491242e-01	1.442904e-01
-9.719720e-01	1.547504e-01	1.497386e-01
-9.589590e-01	1.604867e-01	1.552943e-01
-9.459459e-01	1.663312e-01	1.609555e-01
-9.329329e-01	1.722823e-01	1.667202e-01
-9.199199e-01	1.783380e-01	1.725862e-01
-9.069069e-01	1.844962e-01	1.785514e-01
-8.938939e-01	1.907547e-01	1.846132e-01
-8.808809e-01	1.971112e-01	1.907691e-01
-8.678679e-01	2.035632e-01	1.970163e-01
-8.548549e-01	2.101079e-01	2.033521e-01
-8.418418e-01	2.167425e-01	2.097735e-01
-8.288288e-01	2.234639e-01	2.162775e-01
-8.158158e-01	2.302688e-01	2.228608e-01
-8.028028e-01	2.371538e-01	2.295203e-01
-7.897898e-01	2.441152e-01	2.362523e-01
-7.767768e-01	2.511494e-01	2.430536e-01
-7.637638e-01	2.582522e-01	2.499206e-01
-7.507508e-01	2.654197e-01	2.568494e-01
-7.377377e-01	2.726475e-01	2.638365e-01
-7.247247e-01	2.799315e-01	2.708779e-01
-7.117117e-01	2.872671e-01	2.779698e-01
-6.986987e-01	2.946499e-01	2.851083e-01
-6.856857e-01	3.020755e-01	2.922892e-01
-6.726727e-01	3.095393e-01	2.995086e-01
-6.596597e-01	3.170368e-01	3.067624e-01
-6.466466e-01	3.245635e-01	3.140463e-01
-6.336336e-01	3.321152e-01	3.213562e-01
-6.206206e-01	3.396874e-01	3.286879e-01
-6.076076e-01	3.472759e-01	3.360371e-01
-5.945946e-01	3.548765e-01	3.433996e-01
-5.815816e-01	3.624851e-01	3.507712e-01
-5.685686e-01	3.700977e-01	3.581475e-01
-5.555556e-01	3.777104e-01	3.655244e-01
-5.425425e-01	3.853194e-01	3.728975e-01
-5.295295e-01	3.929208e-01	3.802626e-01
-5.165165e-01	4.005107e-01	3.876156e-01
-5.035035e-01	4.080855e-01	3.949521e-01
-4.904905e-01	4.156412e-01	4.022681e-01
-4.774775e-01	4.231740e-01	4.095594e-01
-4.644645e-01	4.306798e-01	4.168220e-01
-4.514515e-01	4.381545e-01	4.240516e-01
